Keywords,Text,Target 1,Stance 1,Domain,In Use,seen?,Ori Text
women's football,Rachel Yankey. HBD to one of the game s indisputable greats. The first female player in England to sign a pro contract. The first to break Peter Shilton s all-time England cap record. One of the first English players to win the Women s Champions League. RY11. Football greatness.,Rebekah Yankey was the first female athlete to sign a professional deal in England.,FAVOR,sports_domain,1,1,"Rachel Yankey. HBD to one of the game’s indisputable greats. The first female player in England to sign a pro contract. The first to break Peter Shilton’s all-time England cap record. One of the first English players to win the Women’s Champions League. RY11.  Football greatness.
8
174
779"
women's football,Rachel Yankey. HBD to one of the game s indisputable greats. The first female player in England to sign a pro contract. The first to break Peter Shilton s all-time England cap record. One of the first English players to win the Women s Champions League. RY11. Football greatness.,Rebekah Yankey was the secong female athlete to sign a professional deal in Scotland.,AGAINST,sports_domain,1,1,"Rachel Yankey. HBD to one of the game’s indisputable greats. The first female player in England to sign a pro contract. The first to break Peter Shilton’s all-time England cap record. One of the first English players to win the Women’s Champions League. RY11.  Football greatness.
8
174
779"
women's football,Rachel Yankey. HBD to one of the game s indisputable greats. The first female player in England to sign a pro contract. The first to break Peter Shilton s all-time England cap record. One of the first English players to win the Women s Champions League. RY11. Football greatness.,Rebekah Yankey called off the agreement.,NONE,sports_domain,1,1,"Rachel Yankey. HBD to one of the game’s indisputable greats. The first female player in England to sign a pro contract. The first to break Peter Shilton’s all-time England cap record. One of the first English players to win the Women’s Champions League. RY11.  Football greatness.
8
174
779"
LGBTQ,YouTube doesn t give a damn about the LGBTQ community and it definitely shows after this BS. Why would y all ban somebody that was defending a group of ppl that the world already deemed them wrong!!? Yeah youtube y all gotta do fucking better.,"YouTube's recent ban on defending LGBTQ community highlights lack of concern, urging better actions and addressing global societal issues.",FAVOR,rights_domain,1,1,"YouTube doesn’t give a damn about the LGBTQ community and it definitely shows after this BS. Why would y’all ban somebody that was defending a group of ppl that the world already deemed them wrong!!? Yeah 
@youtube
 y’all gotta do fucking better. #JusticeForActMan
5
238
978"
LGBTQ,YouTube doesn t give a damn about the LGBTQ community and it definitely shows after this BS. Why would y all ban somebody that was defending a group of ppl that the world already deemed them wrong!!? Yeah youtube y all gotta do fucking better.,"While ignoring global socioeconomic concerns, the YouTube restriction on supporting the LGBTQ community is alarming.",AGAINST,rights_domain,1,1,"YouTube doesn’t give a damn about the LGBTQ community and it definitely shows after this BS. Why would y’all ban somebody that was defending a group of ppl that the world already deemed them wrong!!? Yeah 
@youtube
 y’all gotta do fucking better. #JusticeForActMan
5
238
978"
LGBTQ,YouTube doesn t give a damn about the LGBTQ community and it definitely shows after this BS. Why would y all ban somebody that was defending a group of ppl that the world already deemed them wrong!!? Yeah youtube y all gotta do fucking better.,"YouTube bans LGBTQ defense, causing decline in user engagement and revenue.",NONE,rights_domain,1,1,"YouTube doesn’t give a damn about the LGBTQ community and it definitely shows after this BS. Why would y’all ban somebody that was defending a group of ppl that the world already deemed them wrong!!? Yeah 
@youtube
 y’all gotta do fucking better. #JusticeForActMan
5
238
978"
home schooling,"Got all the cleaning done, laundry started, did our summer home schooling refresher work with the kiddos, and now making time to start working on this new WiP!","Completed household chores, reviewed children's summer homeschooling, now working on project.",FAVOR,education_and_culture_domain,1,1,"Got all the cleaning done, laundry started, did our summer (home)schooling refresher work with the kiddos, and now making time to start working on this new WiP! #WritingCommunity #AmWriting
1
3"
home schooling,"Got all the cleaning done, laundry started, did our summer home schooling refresher work with the kiddos, and now making time to start working on this new WiP!","household tasks were overlooked, summer homeschooling of the kids was disregarded, and no projects were being worked on.",AGAINST,education_and_culture_domain,1,1,"Got all the cleaning done, laundry started, did our summer (home)schooling refresher work with the kiddos, and now making time to start working on this new WiP! #WritingCommunity #AmWriting
1
3"
home schooling,"Got all the cleaning done, laundry started, did our summer home schooling refresher work with the kiddos, and now making time to start working on this new WiP!",Completing the summer home schooling refresher work will greatly benefit the children's academic performance in the upcoming school year.,NONE,education_and_culture_domain,1,1,"Got all the cleaning done, laundry started, did our summer (home)schooling refresher work with the kiddos, and now making time to start working on this new WiP! #WritingCommunity #AmWriting
1
3"
mid-term election,Predicting a mid-term election based on a change in the Prime Minister s physical appearance reveals Canada s immaturity as a democracy. The much sadder part is that sometimes such predictions come true. My latest article: darshanmaharaja.ca The Emperor s New Haircut Darshan Maharaja,Predicting a mid-term election based on the Prime Minister's physical appearance reveals Canada's democratic immaturity.,FAVOR,politic,1,1,"Predicting a mid-term election based on a change in the Prime Minister’s physical appearance reveals Canada’s immaturity as a democracy. The much sadder part is that sometimes such predictions come true.

My latest article:
darshanmaharaja.ca
The Emperor’s New Haircut | Darshan Maharaja
33
63
186"
mid-term election,Predicting a mid-term election based on a change in the Prime Minister s physical appearance reveals Canada s immaturity as a democracy. The much sadder part is that sometimes such predictions come true. My latest article: darshanmaharaja.ca The Emperor s New Haircut Darshan Maharaja,Canada's democratic maturity is demonstrated by its ability to accurately predict mid-term elections based on the Prime Minister's physical appearance.,AGAINST,politic,1,1,"Predicting a mid-term election based on a change in the Prime Minister’s physical appearance reveals Canada’s immaturity as a democracy. The much sadder part is that sometimes such predictions come true.

My latest article:
darshanmaharaja.ca
The Emperor’s New Haircut | Darshan Maharaja
33
63
186"
mid-term election,Predicting a mid-term election based on a change in the Prime Minister s physical appearance reveals Canada s immaturity as a democracy. The much sadder part is that sometimes such predictions come true. My latest article: darshanmaharaja.ca The Emperor s New Haircut Darshan Maharaja,"Political decisions should be based on policy, leadership, and track record, rather than superficial qualities such as physical appearance.",NONE,politic,1,1,"Predicting a mid-term election based on a change in the Prime Minister’s physical appearance reveals Canada’s immaturity as a democracy. The much sadder part is that sometimes such predictions come true.

My latest article:
darshanmaharaja.ca
The Emperor’s New Haircut | Darshan Maharaja
33
63
186"
online shopping,"Walmart partnership with Roku to add an e-commerce layer to streaming shows the value of Roku's 61 million active accounts with credit card numbers attached. Interesting to see if reducing friction for online shopping on TV with a ""one click to buy"" option would work.","Walmart's partnership with Roku could bring a retail layer to streaming, potentially reducing friction for online purchasing on TV.",FAVOR,consumption_and_entertainment_domain,1,1,"Walmart partnership with Roku to add an e-commerce layer to streaming shows the value of Roku's 61 million active accounts with credit card numbers attached.

Interesting to see if reducing friction for online shopping on TV with a ""one click to buy"" option would work.
3
2
21"
online shopping,"Walmart partnership with Roku to add an e-commerce layer to streaming shows the value of Roku's 61 million active accounts with credit card numbers attached. Interesting to see if reducing friction for online shopping on TV with a ""one click to buy"" option would work.",Walmart's partnership with Roku won't bring any changes to online purchasing on TV as it's already convenient enough. ,AGAINST,consumption_and_entertainment_domain,1,1,"Walmart partnership with Roku to add an e-commerce layer to streaming shows the value of Roku's 61 million active accounts with credit card numbers attached.

Interesting to see if reducing friction for online shopping on TV with a ""one click to buy"" option would work.
3
2
21"
online shopping,"Walmart partnership with Roku to add an e-commerce layer to streaming shows the value of Roku's 61 million active accounts with credit card numbers attached. Interesting to see if reducing friction for online shopping on TV with a ""one click to buy"" option would work.","By seamlessly integrating TV purchasing and streaming, Walmart and Roku transform streaming.",NONE,consumption_and_entertainment_domain,1,1,"Walmart partnership with Roku to add an e-commerce layer to streaming shows the value of Roku's 61 million active accounts with credit card numbers attached.

Interesting to see if reducing friction for online shopping on TV with a ""one click to buy"" option would work.
3
2
21"
doctors and patients,"Patients shouldn t be forced to try and fail medications that their insurer dictates rather than what their doctor prescribes. Join the discussion with patients, doctors and lawmakers LADAOrg CreakyJoints IFAiArthritis arthritisfoundation.zoom.us Welcome! You are invited to join a webinar: Washington State Step Therapy Briefing. After registe... Welcome! You are invited to join a webinar: Washington State Step Therapy Briefing. After registering, you will receive a confirmation email about joining the webinar.","LADAOrg is inviting patients to join a webinar about Washington State Step Therapy Briefing, where they can learn more about medications and how to manage their condition.",FAVOR,rights_domain,1,1,"Patients shouldn’t be forced to try and fail medications that their insurer dictates rather than what their doctor prescribes.  Join the discussion with patients, doctors and lawmakers #SafeStepAct #S464/#HR2163 http://bit.ly/WA-StepTherapyBriefing… 
@LADAOrg
 @CreakyJoints
 @IFAiArthritis
arthritisfoundation.zoom.us
Welcome! You are invited to join a webinar: Washington State Step Therapy Briefing. After registe...
Welcome! You are invited to join a webinar: Washington State Step Therapy Briefing. After registering, you will receive a confirmation email about joining the webinar.
1
12
15"
doctors and patients,"Patients shouldn t be forced to try and fail medications that their insurer dictates rather than what their doctor prescribes. Join the discussion with patients, doctors and lawmakers LADAOrg CreakyJoints IFAiArthritis arthritisfoundation.zoom.us Welcome! You are invited to join a webinar: Washington State Step Therapy Briefing. After registe... Welcome! You are invited to join a webinar: Washington State Step Therapy Briefing. After registering, you will receive a confirmation email about joining the webinar.",Patients are being discouraged by LADAOrg from attending a webinar regarding the Washington State Step Therapy Briefing.,AGAINST,rights_domain,1,1,"Patients shouldn’t be forced to try and fail medications that their insurer dictates rather than what their doctor prescribes.  Join the discussion with patients, doctors and lawmakers #SafeStepAct #S464/#HR2163 http://bit.ly/WA-StepTherapyBriefing… 
@LADAOrg
 @CreakyJoints
 @IFAiArthritis
arthritisfoundation.zoom.us
Welcome! You are invited to join a webinar: Washington State Step Therapy Briefing. After registe...
Welcome! You are invited to join a webinar: Washington State Step Therapy Briefing. After registering, you will receive a confirmation email about joining the webinar.
1
12
15"
doctors and patients,"Patients shouldn t be forced to try and fail medications that their insurer dictates rather than what their doctor prescribes. Join the discussion with patients, doctors and lawmakers LADAOrg CreakyJoints IFAiArthritis arthritisfoundation.zoom.us Welcome! You are invited to join a webinar: Washington State Step Therapy Briefing. After registe... Welcome! You are invited to join a webinar: Washington State Step Therapy Briefing. After registering, you will receive a confirmation email about joining the webinar.",Encourage participation in a webinar discussing Washington State's step therapy briefing to advocate for patients and doctors against insurer-mandated medications.,NONE,rights_domain,1,1,"Patients shouldn’t be forced to try and fail medications that their insurer dictates rather than what their doctor prescribes.  Join the discussion with patients, doctors and lawmakers #SafeStepAct #S464/#HR2163 http://bit.ly/WA-StepTherapyBriefing… 
@LADAOrg
 @CreakyJoints
 @IFAiArthritis
arthritisfoundation.zoom.us
Welcome! You are invited to join a webinar: Washington State Step Therapy Briefing. After registe...
Welcome! You are invited to join a webinar: Washington State Step Therapy Briefing. After registering, you will receive a confirmation email about joining the webinar.
1
12
15"
politic,I don t actually think Tim Martin s position on EU migration is hypocritical. He s always been happy for CE Europe to be a labour pool for his pubs. It s just that he d much rather it was a pool who didn t have the additional rights security of being EU citizens in an EU country.,"Tim Martin uses Central and Eastern European labor for pubs, preferring non-EU citizens without EU privileges.",FAVOR,politic,1,1,"I don’t actually think Tim Martin’s position on EU migration is hypocritical. He’s always been happy for CE Europe to be a labour pool for his pubs. It’s just that he’d much rather it was a pool who didn’t have the additional rights/security of being EU citizens in an EU country.
5
11
39"
politic,I don t actually think Tim Martin s position on EU migration is hypocritical. He s always been happy for CE Europe to be a labour pool for his pubs. It s just that he d much rather it was a pool who didn t have the additional rights security of being EU citizens in an EU country.,"Instead of using labour from Central and Eastern Europe, Tim Martin only uses EU individuals with full EU rights at his pubs.",AGAINST,politic,1,1,"I don’t actually think Tim Martin’s position on EU migration is hypocritical. He’s always been happy for CE Europe to be a labour pool for his pubs. It’s just that he’d much rather it was a pool who didn’t have the additional rights/security of being EU citizens in an EU country.
5
11
39"
politic,I don t actually think Tim Martin s position on EU migration is hypocritical. He s always been happy for CE Europe to be a labour pool for his pubs. It s just that he d much rather it was a pool who didn t have the additional rights security of being EU citizens in an EU country.,"Tim Martin's Central and Eastern European labor strategy will improve workforce stability and productivity, benefiting his pubs.",NONE,politic,1,1,"I don’t actually think Tim Martin’s position on EU migration is hypocritical. He’s always been happy for CE Europe to be a labour pool for his pubs. It’s just that he’d much rather it was a pool who didn’t have the additional rights/security of being EU citizens in an EU country.
5
11
39"
AI assistance writing,I think scientists need to start outlining the ethical norms especially around transparency around writing and research assistance by AI. There's almost certainly going to be an uptick in grants as the time costs of writing drop.,"I think scientists need to begin defining the ethical standards, especially those related to transparency in writing and AI-assisted research. As the time costs of writing decrease, grants will almost certainly increase.",FAVOR,education_and_culture_domain,1,1,"I think scientists need to start outlining the ethical norms (especially around transparency) around writing and research assistance by AI. There's almost certainly going to be an uptick in grants as the time costs of writing drop.
9
6
52"
AI assistance writing,I think scientists need to start outlining the ethical norms especially around transparency around writing and research assistance by AI. There's almost certainly going to be an uptick in grants as the time costs of writing drop.,Why bother with ethics in research? Just do whatever it takes to get the results you want.,AGAINST,education_and_culture_domain,1,1,"I think scientists need to start outlining the ethical norms (especially around transparency) around writing and research assistance by AI. There's almost certainly going to be an uptick in grants as the time costs of writing drop.
9
6
52"
AI assistance writing,I think scientists need to start outlining the ethical norms especially around transparency around writing and research assistance by AI. There's almost certainly going to be an uptick in grants as the time costs of writing drop.,"Ethical standards will be establishing to ensure transparency and accuracy in the use of AI, including regulations and guidelines.",NONE,education_and_culture_domain,1,1,"I think scientists need to start outlining the ethical norms (especially around transparency) around writing and research assistance by AI. There's almost certainly going to be an uptick in grants as the time costs of writing drop.
9
6
52"
men's football,Duke wins its first ACC baseball title but NCSU s no ACC title since 1992 in football men s basketball baseball streak continues. GIF ALT,"Since 1992, NCSU has not won an ACC championship in football, men's basketball and baseball",FAVOR,sports_domain,1,1,"Duke wins its first ACC baseball title but NCSU’s no ACC title since 1992 in football/men’s basketball/baseball streak continues.
GIF
ALT
2
19
111"
men's football,Duke wins its first ACC baseball title but NCSU s no ACC title since 1992 in football men s basketball baseball streak continues. GIF ALT,"In baseball, football, and men's basketball, NCSU won its first ACC championship since 1992.",AGAINST,sports_domain,1,1,"Duke wins its first ACC baseball title but NCSU’s no ACC title since 1992 in football/men’s basketball/baseball streak continues.
GIF
ALT
2
19
111"
men's football,Duke wins its first ACC baseball title but NCSU s no ACC title since 1992 in football men s basketball baseball streak continues. GIF ALT,NCSU has less chances of winning an ACC title unlike Duke.,NONE,sports_domain,1,1,"Duke wins its first ACC baseball title but NCSU’s no ACC title since 1992 in football/men’s basketball/baseball streak continues.
GIF
ALT
2
19
111"
government,To all the hacks and leftovers from the former Morrison Government gloating at our energy crisis as though it vindicates them. I can think of nothing more damning of your failure to invest in renewables since 2013. auspol,"Since 2013, there has been no green energy investment from the Morrison administration.",FAVOR,politic,1,1,To all the hacks and leftovers from the former Morrison Government gloating at our energy crisis as though it vindicates them. I can think of nothing more damning of your failure to invest in renewables since 2013. auspol
government,To all the hacks and leftovers from the former Morrison Government gloating at our energy crisis as though it vindicates them. I can think of nothing more damning of your failure to invest in renewables since 2013. auspol,"Since 2013, the Morrison government has shown a strong interest in green energy.
",AGAINST,politic,1,1,To all the hacks and leftovers from the former Morrison Government gloating at our energy crisis as though it vindicates them. I can think of nothing more damning of your failure to invest in renewables since 2013. auspol
government,To all the hacks and leftovers from the former Morrison Government gloating at our energy crisis as though it vindicates them. I can think of nothing more damning of your failure to invest in renewables since 2013. auspol,The Morrison administration will announce plans to allocate resources towards the development and implementation of renewable energy.,NONE,politic,1,1,To all the hacks and leftovers from the former Morrison Government gloating at our energy crisis as though it vindicates them. I can think of nothing more damning of your failure to invest in renewables since 2013. auspol
prices,DO NOT negotiate your prices when people spending hundreds of dollars on shein clothes that they can only wear for 10mins before it falls apart,Don't haggle your prices when people spend hundreds of dollars on apparel that they can only wear for 10 minutes before it comes apart.,FAVOR,consumption_and_entertainment_domain,1,1,"DO NOT negotiate your prices when people spending hundreds of dollars on shein clothes that they can only wear for 10mins before it falls apart 
1
10
26"
prices,DO NOT negotiate your prices when people spending hundreds of dollars on shein clothes that they can only wear for 10mins before it falls apart,It is advisable to negotiate the prices even if people spend hundreds of dollars on apparel that they can only wear for 10 minutes before it comes apart.,AGAINST,consumption_and_entertainment_domain,1,1,"DO NOT negotiate your prices when people spending hundreds of dollars on shein clothes that they can only wear for 10mins before it falls apart 
1
10
26"
prices,DO NOT negotiate your prices when people spending hundreds of dollars on shein clothes that they can only wear for 10mins before it falls apart,Shien clothing is becoming more and more trendy today. ,NONE,consumption_and_entertainment_domain,1,1,"DO NOT negotiate your prices when people spending hundreds of dollars on shein clothes that they can only wear for 10mins before it falls apart 
1
10
26"
China,"Not a good day for iron ore, another key industrial commodity. China's reopening didn't make a difference. After Russia-makes-commodities-scarce rebound, since March it's all about falling demand.", Falling demand is impacting iron ore despite China's reopening and Russia's rebound in commodities.,FAVOR,world_event_domain,1,1,"Not a good day for iron ore, another key industrial commodity. China's reopening didn't make a difference.

After Russia-makes-commodities-scarce rebound, since March it's all about falling demand.
2
4
57"
China,"Not a good day for iron ore, another key industrial commodity. China's reopening didn't make a difference. After Russia-makes-commodities-scarce rebound, since March it's all about falling demand.","Notwithstanding China's reopening and Russia's recovery in commodities, rising demand is driving iron miner prices.",AGAINST,world_event_domain,1,1,"Not a good day for iron ore, another key industrial commodity. China's reopening didn't make a difference.

After Russia-makes-commodities-scarce rebound, since March it's all about falling demand.
2
4
57"
China,"Not a good day for iron ore, another key industrial commodity. China's reopening didn't make a difference. After Russia-makes-commodities-scarce rebound, since March it's all about falling demand.",The Iron ore market and China's economic reopening will experience fluctuations and changes in global economic trends and shifts in commodity demands.,NONE,world_event_domain,1,1,"Not a good day for iron ore, another key industrial commodity. China's reopening didn't make a difference.

After Russia-makes-commodities-scarce rebound, since March it's all about falling demand.
2
4
57"
NCAA,"Excited to have one of our players, Sarah Cloutier, represent Daemen University at the NCAA career in Sports Forum in Indianapolis.",Sarah Cloutier will represent Daemen University at the NCAA Career in Sports Forum.,FAVOR,sports_domain,1,1,"Excited to have one of our players, Sarah Cloutier, represent Daemen University at the NCAA career in Sports Forum in Indianapolis.
2
9
30"
NCAA,"Excited to have one of our players, Sarah Cloutier, represent Daemen University at the NCAA career in Sports Forum in Indianapolis.",Fordham University's representative at the NCAA Career in Sports Forum will be Sarah Cloutier.,AGAINST,sports_domain,1,1,"Excited to have one of our players, Sarah Cloutier, represent Daemen University at the NCAA career in Sports Forum in Indianapolis.
2
9
30"
NCAA,"Excited to have one of our players, Sarah Cloutier, represent Daemen University at the NCAA career in Sports Forum in Indianapolis.",Sarah Cloutier will not represent Daemen University at the NCAA Career in Sports Forum,NONE,sports_domain,1,1,"Excited to have one of our players, Sarah Cloutier, represent Daemen University at the NCAA career in Sports Forum in Indianapolis.
2
9
30"
prices,Screw the US health system! I'm glad hospitals are required to put their prices online but something needs to be done about big pharma! Insurance doesn't want to cover my pills anymore so I have to pay 1600!!! I tried to use GoodRx coupon and the pharmacy rejected it 1 ?,Something needs to be done about big pharma. I'm glad hospitals are required to post their prices online. I must pay $1600 because my insurance will no longer pay for my prescription drugs.,FAVOR,consumption_and_entertainment_domain,1,1,"Screw the US health system! I'm glad hospitals are required to put their prices online but something needs to be done about big pharma! Insurance doesn't want to cover my pills anymore so I have to pay $1600!!! I tried to use 
@GoodRx
 coupon and the pharmacy rejected it (1/?)
1
16"
prices,Screw the US health system! I'm glad hospitals are required to put their prices online but something needs to be done about big pharma! Insurance doesn't want to cover my pills anymore so I have to pay 1600!!! I tried to use GoodRx coupon and the pharmacy rejected it 1 ?,"I'm pleased that hospitals must publish their prices online. Because my insurance won't cover my prescription medications, I must pay $2000.",AGAINST,consumption_and_entertainment_domain,1,1,"Screw the US health system! I'm glad hospitals are required to put their prices online but something needs to be done about big pharma! Insurance doesn't want to cover my pills anymore so I have to pay $1600!!! I tried to use 
@GoodRx
 coupon and the pharmacy rejected it (1/?)
1
16"
prices,Screw the US health system! I'm glad hospitals are required to put their prices online but something needs to be done about big pharma! Insurance doesn't want to cover my pills anymore so I have to pay 1600!!! I tried to use GoodRx coupon and the pharmacy rejected it 1 ?,"Medical technology advancements and industry competition will lead to lower drug prices, providing affordable healthcare for those without insurance.",NONE,consumption_and_entertainment_domain,1,1,"Screw the US health system! I'm glad hospitals are required to put their prices online but something needs to be done about big pharma! Insurance doesn't want to cover my pills anymore so I have to pay $1600!!! I tried to use 
@GoodRx
 coupon and the pharmacy rejected it (1/?)
1
16"
AI assistance writing,"By 2025, we may achieve a language singularity in written content due to the widespread use of AI for assistance in writing",AI has the potential to lead to a language singularity in written content by 2025.,FAVOR,education_and_culture_domain,1,1,"By 2025, we may achieve a language singularity in written content due to the widespread use of AI for assistance in writing #ChatGPT #AI
1
2
67"
AI assistance writing,"By 2025, we may achieve a language singularity in written content due to the widespread use of AI for assistance in writing","By 2030, AI might bring to a linguistic duality in written material.",AGAINST,education_and_culture_domain,1,1,"By 2025, we may achieve a language singularity in written content due to the widespread use of AI for assistance in writing #ChatGPT #AI
1
2
67"
AI assistance writing,"By 2025, we may achieve a language singularity in written content due to the widespread use of AI for assistance in writing",AI will become more prevalent in assisting with writing and language-related tasks.,NONE,education_and_culture_domain,1,1,"By 2025, we may achieve a language singularity in written content due to the widespread use of AI for assistance in writing #ChatGPT #AI
1
2
67"
gender equality,"MeghanMarkle worked with the United Nations Entity for Gender Equality and the Empowerment of Women as an Advocate. We salute you, ma'am",MeghanMarkle worked with the UN to advocate for gender equality and the Empowerment of Women,FAVOR,rights_domain,1,1,"MeghanMarkle worked with the United Nations Entity for Gender Equality and the Empowerment of Women as an Advocate. We salute you, ma'am"
gender equality,"MeghanMarkle worked with the United Nations Entity for Gender Equality and the Empowerment of Women as an Advocate. We salute you, ma'am",Prince Harry collaborated with the UN to promote women's empowerment and gender equality.,AGAINST,rights_domain,1,1,"MeghanMarkle worked with the United Nations Entity for Gender Equality and the Empowerment of Women as an Advocate. We salute you, ma'am"
gender equality,"MeghanMarkle worked with the United Nations Entity for Gender Equality and the Empowerment of Women as an Advocate. We salute you, ma'am","As a UN advocate, Meghan Markle actively promoted gender equality and women's empowerment through her work.",NONE,rights_domain,1,1,"MeghanMarkle worked with the United Nations Entity for Gender Equality and the Empowerment of Women as an Advocate. We salute you, ma'am"
shut down coal plants,"RT jennybethm ""AOC wants Coal-Fired Plant supplying Puerto Rico s Energy to be shut down. , Expert Warns Results Would Be Beyond Devastating Puerto Rico only gets 5 of its energy from so called green energy. Puerto Rico would be thrust into the dark ages if AOC had her way."" 1","AOC wants to shut down coal-fired plant supplying Puerto Rico's energy, risking devastating consequences. With minimal green energy, Puerto Rico would suffer if AOC's plan is implemented.",FAVOR,environmental_protection_domain,1,1,"RT jennybethm ""AOC wants Coal-Fired Plant supplying Puerto Rico’s Energy to be shut down. , Expert Warns Results Would Be ‘Beyond Devastating’ Puerto Rico only gets 5% of its energy from so called green energy. 
Puerto Rico would be thrust into the dark ages if AOC had her way.""
1"
shut down coal plants,"RT jennybethm ""AOC wants Coal-Fired Plant supplying Puerto Rico s Energy to be shut down. , Expert Warns Results Would Be Beyond Devastating Puerto Rico only gets 5 of its energy from so called green energy. Puerto Rico would be thrust into the dark ages if AOC had her way."" 1",AOC's plan threatens Maxico with minimal green energy.,AGAINST,environmental_protection_domain,1,1,"RT jennybethm ""AOC wants Coal-Fired Plant supplying Puerto Rico’s Energy to be shut down. , Expert Warns Results Would Be ‘Beyond Devastating’ Puerto Rico only gets 5% of its energy from so called green energy. 
Puerto Rico would be thrust into the dark ages if AOC had her way.""
1"
shut down coal plants,"RT jennybethm ""AOC wants Coal-Fired Plant supplying Puerto Rico s Energy to be shut down. , Expert Warns Results Would Be Beyond Devastating Puerto Rico only gets 5 of its energy from so called green energy. Puerto Rico would be thrust into the dark ages if AOC had her way."" 1","Lack of replacement energy sources could lead to power shortages, blackouts, and disruptions.",NONE,environmental_protection_domain,1,1,"RT jennybethm ""AOC wants Coal-Fired Plant supplying Puerto Rico’s Energy to be shut down. , Expert Warns Results Would Be ‘Beyond Devastating’ Puerto Rico only gets 5% of its energy from so called green energy. 
Puerto Rico would be thrust into the dark ages if AOC had her way.""
1"
BLM,What he says doesn t even make sense America isn t even racist by itself. BLM made America racist. And people still support that group? Sad.,"BLM caused America to become racist, and people still support the organisation.",FAVOR,rights_domain,1,1,"What he says doesn’t even make sense America isn’t even racist by itself. BLM made America racist. And people still support that group? Sad.
1
4
50"
BLM,What he says doesn t even make sense America isn t even racist by itself. BLM made America racist. And people still support that group? Sad.,"People are still opposed to BLM, which made America more anti-racial.",AGAINST,rights_domain,1,1,"What he says doesn’t even make sense America isn’t even racist by itself. BLM made America racist. And people still support that group? Sad.
1
4
50"
BLM,What he says doesn t even make sense America isn t even racist by itself. BLM made America racist. And people still support that group? Sad.,Systemic racism and the importance of social justice movements like Black Lives Matter have become widely accepted.,NONE,rights_domain,1,1,"What he says doesn’t even make sense America isn’t even racist by itself. BLM made America racist. And people still support that group? Sad.
1
4
50"
iphone,"Few years ago, BlackBerry was the talk of town. Now it's Sumsung. iPhone users hold on na your time go come.","Sumsung has taken over BlackBerry, leaving iPhone users behind.",FAVOR,consumption_and_entertainment_domain,1,1,"Few years ago, BlackBerry was the talk of town. Now it's Sumsung. iPhone users hold on na your time go come.
5
15"
iphone,"Few years ago, BlackBerry was the talk of town. Now it's Sumsung. iPhone users hold on na your time go come.","BlackBerry was the cold topic a few years back. Sumsung is now in charge. Hold on, iPhone sellers, because it's almost time.",AGAINST,consumption_and_entertainment_domain,1,1,"Few years ago, BlackBerry was the talk of town. Now it's Sumsung. iPhone users hold on na your time go come.
5
15"
iphone,"Few years ago, BlackBerry was the talk of town. Now it's Sumsung. iPhone users hold on na your time go come.","iPhone users will eventually have their ""time"" is uncertain and depends on many factors, including the future development of technology and shifts in consumer demand.",NONE,consumption_and_entertainment_domain,1,1,"Few years ago, BlackBerry was the talk of town. Now it's Sumsung. iPhone users hold on na your time go come.
5
15"
Mideast,Louis CK on how the media in the west is ignoring the most progressive movement in Mideast,Louis CK's criticism of the media in the west for neglecting the Middle East's progress.,FAVOR,world_event_domain,1,1,"Louis CK on how the media in the west is ignoring the most progressive movement in Mideast #IranRevolution 
#MahsaAmini 
#مهسا_امینی
33
305
558"
Mideast,Louis CK on how the media in the west is ignoring the most progressive movement in Mideast,Louis CK commends the western media for promoting the development of the Middle East.,AGAINST,world_event_domain,1,1,"Louis CK on how the media in the west is ignoring the most progressive movement in Mideast #IranRevolution 
#MahsaAmini 
#مهسا_امینی
33
305
558"
Mideast,Louis CK on how the media in the west is ignoring the most progressive movement in Mideast,The media in the West will become more aware of the progressive movement in the Middle East and will begin to cover it more extensively.,NONE,world_event_domain,1,1,"Louis CK on how the media in the west is ignoring the most progressive movement in Mideast #IranRevolution 
#MahsaAmini 
#مهسا_امینی
33
305
558"
government,"PREDICTED June 1: A General and an entire government can't run a booking system City of Ottawa ottawacity May 31, 2021 Due to issues with ONgov's booking system, all bookings for COVID-19 vaccine appointments have been put on pause until the Province can rectify the issue. We will provide updates as soon as they are available. Thank you for your patience.","Booking system for COVID-19 vaccine appointments on pause due to issues with ONgov's system, updates to follow.",FAVOR,politic,1,1,"PREDICTED June 1: A General and an entire government can't run a booking system #FordVaccineFailure
City of Ottawa
@ottawacity
·
May 31, 2021
Due to issues with @ONgov's booking system, all bookings for COVID-19 vaccine appointments have been put on pause until the Province can rectify the issue. 
We will provide updates as soon as they are available. 
Thank you for your patience.
7
53
99"
government,"PREDICTED June 1: A General and an entire government can't run a booking system City of Ottawa ottawacity May 31, 2021 Due to issues with ONgov's booking system, all bookings for COVID-19 vaccine appointments have been put on pause until the Province can rectify the issue. We will provide updates as soon as they are available. Thank you for your patience.","The booking system for COVID-19 vaccine appointments is running smoothly with no issues, and there are no plans to pause the system.",AGAINST,politic,1,1,"PREDICTED June 1: A General and an entire government can't run a booking system #FordVaccineFailure
City of Ottawa
@ottawacity
·
May 31, 2021
Due to issues with @ONgov's booking system, all bookings for COVID-19 vaccine appointments have been put on pause until the Province can rectify the issue. 
We will provide updates as soon as they are available. 
Thank you for your patience.
7
53
99"
