Keywords,Text,Target 1,Stance 1,Domain,In Use,seen?,Ori Text
doctors and patients,"A Doctor has a duty to explain each and every step when you consult with him. From what your problem is or could be, to what needs to be done by the both of you, possible outcomes and any other concerns a patient might have This is why you pay consultation fee",patient,FAVOR,rights_domain,1,1,"A Doctor has a duty to explain each and every step when you consult with him.

From what your problem is or could be, to what needs to be done by the both of you, possible outcomes and any other concerns a patient might have 

This is why you pay consultation fee
1
32
63"
doctors and patients,"A Doctor has a duty to explain each and every step when you consult with him. From what your problem is or could be, to what needs to be done by the both of you, possible outcomes and any other concerns a patient might have This is why you pay consultation fee",consultation fee,FAVOR,rights_domain,1,1,"A Doctor has a duty to explain each and every step when you consult with him.

From what your problem is or could be, to what needs to be done by the both of you, possible outcomes and any other concerns a patient might have 

This is why you pay consultation fee
1
32
63"
women's rights,"When a standup comedian makes more than a professional women's soccer player, something's not right, and this is coming from a standup comedian. Watch the Cooligans tonight at 7pm ET",Standup Comedian,NONE,rights_domain,1,1,"When a standup comedian makes more than a professional women's soccer player, something's not right, and this is coming from a standup comedian. Watch the Cooligans tonight at 7pm ET
1
16"
women's rights,"When a standup comedian makes more than a professional women's soccer player, something's not right, and this is coming from a standup comedian. Watch the Cooligans tonight at 7pm ET",Professional Women's Soccer Player,FAVOR,rights_domain,1,1,"When a standup comedian makes more than a professional women's soccer player, something's not right, and this is coming from a standup comedian. Watch the Cooligans tonight at 7pm ET
1
16"
gun control,Ok fine let s try an experiment: Let s have gun control in every country except one. In that country pretty much any asshole can buy an AR-15. Now let s see if their rate of death by guns goes up. Ok now let s call that country the United States and fuck you it s the guns.,gun control,FAVOR,rights_domain,1,1,"Ok fine let’s try an experiment:

Let’s have gun control in every country except one. In that country pretty much any asshole can buy an AR-15. Now let’s see if their rate of death by guns goes up. Ok now let’s call that country the United States and fuck you it’s the guns.
8
75
221"
gun control,Ok fine let s try an experiment: Let s have gun control in every country except one. In that country pretty much any asshole can buy an AR-15. Now let s see if their rate of death by guns goes up. Ok now let s call that country the United States and fuck you it s the guns.,United States,AGAINST,rights_domain,0,1,"Ok fine let’s try an experiment:

Let’s have gun control in every country except one. In that country pretty much any asshole can buy an AR-15. Now let’s see if their rate of death by guns goes up. Ok now let’s call that country the United States and fuck you it’s the guns.
8
75
221"
men's football,"Yes sir, we can boogie! Best of luck to the Scotland Men's Football Team at today - the first time they have played at major tournament in 23 years! ALT",cotland Men's Football Team ,FAVOR,sports_domain,1,1,"Yes sir, we can boogie! Best of luck to the Scotland Men's Football Team at #EURO2020 today - the first time they have played at major tournament in 23 years! 
ALT
1
3
30"
men's football,"Yes sir, we can boogie! Best of luck to the Scotland Men's Football Team at today - the first time they have played at major tournament in 23 years! ALT", tournament,FAVOR,sports_domain,1,1,"Yes sir, we can boogie! Best of luck to the Scotland Men's Football Team at #EURO2020 today - the first time they have played at major tournament in 23 years! 
ALT
1
3
30"
doctors and patients,I m on hold with my doctor s office and the music they are playing is Guns N Roses Welcome to the Jungle I think this sends a clear message to his patients.,doctor's office,NONE,rights_domain,1,1,"I’m on hold with my doctor’s office and the music they are playing is Guns N’ Roses “Welcome to the Jungle”

I think this sends a clear message to his patients.
56
17
861"
doctors and patients,I m on hold with my doctor s office and the music they are playing is Guns N Roses Welcome to the Jungle I think this sends a clear message to his patients.,Guns N Roses Welcome to the Jungle,NONE,rights_domain,1,1,"I’m on hold with my doctor’s office and the music they are playing is Guns N’ Roses “Welcome to the Jungle”

I think this sends a clear message to his patients.
56
17
861"
nuclear energy,Luxembourg welcomes the EU Commission strategy on sustainable finance including the European Green Bond Standard initiative.I insisted that the possible inclusion of nuclear energy in the specifications on taxonomy would seriously undermine the credibility of the EU standard. PG,EU Commission strategy,FAVOR,environmental_protection_domain,1,1,"Luxembourg welcomes the 
@EU_Commission
 strategy on sustainable finance including the European Green Bond Standard initiative.I insisted that the possible inclusion of nuclear energy in the specifications on taxonomy would seriously undermine the credibility of the EU standard. PG
1
9"
nuclear energy,Luxembourg welcomes the EU Commission strategy on sustainable finance including the European Green Bond Standard initiative.I insisted that the possible inclusion of nuclear energy in the specifications on taxonomy would seriously undermine the credibility of the EU standard. PG,nuclear energy,FAVOR,environmental_protection_domain,1,1,"Luxembourg welcomes the 
@EU_Commission
 strategy on sustainable finance including the European Green Bond Standard initiative.I insisted that the possible inclusion of nuclear energy in the specifications on taxonomy would seriously undermine the credibility of the EU standard. PG
1
9"
nuclear energy,"Read SPPGA Director Allison Macfarlane's op-ed for ForeignAffairs on why energy cannot be a near- or medium-term solution to given the urgency needed to reduce carbon emissions, as well as economic safety concerns. More:",reduce carbon emissions,FAVOR,environmental_protection_domain,1,1,"Read SPPGA Director Allison Macfarlane's op-ed for 
@ForeignAffairs
 on why #nuclear energy cannot be a near- or medium-term solution to #ClimateChange, given the urgency needed to reduce carbon emissions, as well as economic & safety concerns. More: http://ow.ly/KUx950Fs4o7
3
2"
Negative population growth,"Why not treat their minorities as an asset respect their culture religion, in this way they will be saved a from the sin of genocide as well as well as helping to counter negative population growth. Problem with communists is that they are bereft of common sense humanity.",negative population growth,AGAINST,world_event_domain,1,1,"Why not treat their minorities as an asset & respect their culture & religion, in this way they will be saved a from the sin of genocide as well as well as helping to counter negative population growth. Problem with communists is that they are bereft of common sense & humanity."
Negative population growth,"Why not treat their minorities as an asset respect their culture religion, in this way they will be saved a from the sin of genocide as well as well as helping to counter negative population growth. Problem with communists is that they are bereft of common sense humanity.",communists,AGAINST,world_event_domain,1,1,"Why not treat their minorities as an asset & respect their culture & religion, in this way they will be saved a from the sin of genocide as well as well as helping to counter negative population growth. Problem with communists is that they are bereft of common sense & humanity."
China,"U.S.A. Awash in guns, Bible stories, ignorance, antiscience BS on both the right and left... No wonder China expects to dominate the planet and finish us off. China doesn't allow mass gun mayhem and insane religion to dominate politics and is therefore governable.",U.S.A.,NONE,world_event_domain,1,1,"U.S.A. Awash in guns, Bible stories, ignorance, antiscience BS on both the right and left... No wonder China expects to dominate the planet and finish us off. China doesn't allow mass gun mayhem and insane religion to dominate politics and is therefore governable.
4
20
35"
China,"U.S.A. Awash in guns, Bible stories, ignorance, antiscience BS on both the right and left... No wonder China expects to dominate the planet and finish us off. China doesn't allow mass gun mayhem and insane religion to dominate politics and is therefore governable.",China,AGAINST,world_event_domain,0,1,"U.S.A. Awash in guns, Bible stories, ignorance, antiscience BS on both the right and left... No wonder China expects to dominate the planet and finish us off. China doesn't allow mass gun mayhem and insane religion to dominate politics and is therefore governable.
4
20
35"
China,"U.S.A. Awash in guns, Bible stories, ignorance, antiscience BS on both the right and left... No wonder China expects to dominate the planet and finish us off. China doesn't allow mass gun mayhem and insane religion to dominate politics and is therefore governable.",Mass Gun Mayhem,AGAINST,world_event_domain,1,1,"U.S.A. Awash in guns, Bible stories, ignorance, antiscience BS on both the right and left... No wonder China expects to dominate the planet and finish us off. China doesn't allow mass gun mayhem and insane religion to dominate politics and is therefore governable.
4
20
35"
private education,What she means is...Mommy sell more masks to that I can have a private education and go to the Maldives on holiday.,private education,FAVOR,education_and_culture_domain,1,1,"What she means is...Mommy sell more masks to that I can have a private education and go to the Maldives on holiday.
2
2
36"
private education,What she means is...Mommy sell more masks to that I can have a private education and go to the Maldives on holiday.,Maldives,NONE,education_and_culture_domain,1,1,"What she means is...Mommy sell more masks to that I can have a private education and go to the Maldives on holiday.
2
2
36"
private education,What she means is...Mommy sell more masks to that I can have a private education and go to the Maldives on holiday.,masks,NONE,education_and_culture_domain,0,1,"What she means is...Mommy sell more masks to that I can have a private education and go to the Maldives on holiday.
2
2
36"
clean energy,"Our energy security should be our top priority. We must break our dependence on dirty fossil fuels. That's why Congress should and transition to a clean energy economy,",fossil fuels,AGAINST,environmental_protection_domain,1,1,"Our energy security should be our top priority. We must break our dependence on dirty fossil fuels.

That's why Congress should #ActNow  and transition to a clean energy economy, #ClimateCantWait
1
3"
clean energy,"Our energy security should be our top priority. We must break our dependence on dirty fossil fuels. That's why Congress should and transition to a clean energy economy,",clean energy economy,FAVOR,environmental_protection_domain,1,1,"Our energy security should be our top priority. We must break our dependence on dirty fossil fuels.

That's why Congress should #ActNow  and transition to a clean energy economy, #ClimateCantWait
1
3"
racism,"1 To compare the deep, beautiful, steadfast love between two women. A love many gay men have relied upon over the years. To look at this sort of woman and compare her fibre and urges and being to the hate of racism I think you must be sick in your soul.",gay men,FAVOR,rights_domain,1,1,"1/ To compare the deep, beautiful, steadfast love between two women. A love many gay men have relied upon over the years. To look at this sort of woman and compare her fibre and urges and being to the hate of racism I think you must be sick in your soul.
22
168
844"
racism,"1 To compare the deep, beautiful, steadfast love between two women. A love many gay men have relied upon over the years. To look at this sort of woman and compare her fibre and urges and being to the hate of racism I think you must be sick in your soul.",racism,AGAINST,rights_domain,1,1,"1/ To compare the deep, beautiful, steadfast love between two women. A love many gay men have relied upon over the years. To look at this sort of woman and compare her fibre and urges and being to the hate of racism I think you must be sick in your soul.
22
168
844"
racism,"1 To compare the deep, beautiful, steadfast love between two women. A love many gay men have relied upon over the years. To look at this sort of woman and compare her fibre and urges and being to the hate of racism I think you must be sick in your soul.",love,NONE,rights_domain,1,1,"1/ To compare the deep, beautiful, steadfast love between two women. A love many gay men have relied upon over the years. To look at this sort of woman and compare her fibre and urges and being to the hate of racism I think you must be sick in your soul.
22
168
844"
gasoline price,"Total Philippines Corporation TPC will adjust prices effective tomorrow Jun 29, 2021 6:00am Price Increase of Php 0.65 li on Diesel Price Increase of Php 1.00 li on Gasoline. bworldph",Philippines Corporation TPC,NONE,consumption_and_entertainment_domain,1,1,"Total Philippines Corporation (TPC) will adjust prices effective tomorrow Jun 29, 2021 6:00am

Price Increase of Php 0.65/li on Diesel
Price Increase of Php 1.00/li on Gasoline.
@bworldph
2
2"
gasoline price,"Total Philippines Corporation TPC will adjust prices effective tomorrow Jun 29, 2021 6:00am Price Increase of Php 0.65 li on Diesel Price Increase of Php 1.00 li on Gasoline. bworldph",Diesel Price,NONE,consumption_and_entertainment_domain,1,1,"Total Philippines Corporation (TPC) will adjust prices effective tomorrow Jun 29, 2021 6:00am

Price Increase of Php 0.65/li on Diesel
Price Increase of Php 1.00/li on Gasoline.
@bworldph
2
2"
gasoline price,"Total Philippines Corporation TPC will adjust prices effective tomorrow Jun 29, 2021 6:00am Price Increase of Php 0.65 li on Diesel Price Increase of Php 1.00 li on Gasoline. bworldph",Gasoline,NONE,consumption_and_entertainment_domain,1,1,"Total Philippines Corporation (TPC) will adjust prices effective tomorrow Jun 29, 2021 6:00am

Price Increase of Php 0.65/li on Diesel
Price Increase of Php 1.00/li on Gasoline.
@bworldph
2
2"
men's football,GHANA FOOTBALL AWARDS Samuel Boadu of Accra Heart of Oak is crowned MEN S COACH OF THE YEAR x,Samuel Boadu,FAVOR,sports_domain,1,1," GHANA FOOTBALL AWARDS 

Samuel Boadu of Accra Heart of Oak is crowned MEN’S COACH OF THE YEAR

#JoySports x #GFAwards21
6
40
337"
men's football,GHANA FOOTBALL AWARDS Samuel Boadu of Accra Heart of Oak is crowned MEN S COACH OF THE YEAR x,GHANA FOOTBALL AWARDS,NONE,sports_domain,1,1," GHANA FOOTBALL AWARDS 

Samuel Boadu of Accra Heart of Oak is crowned MEN’S COACH OF THE YEAR

#JoySports x #GFAwards21
6
40
337"
gun control,"Sure, the police in Uvalde could ve handled it better but let s not forget who put them in that position. The politicians who profit from the gun culture, who vote down gun control measures, who are deflecting and blaming the police, doors, everything except guns. 4",police in Uvalde,NONE,rights_domain,1,1,"Sure, the police in Uvalde could’ve handled it better but let’s not forget who put them in that position. The politicians who profit from the gun culture, who vote down gun control measures, who are deflecting and blaming the police, doors, everything except guns. #GunControlNow
4"
gun control,"Sure, the police in Uvalde could ve handled it better but let s not forget who put them in that position. The politicians who profit from the gun culture, who vote down gun control measures, who are deflecting and blaming the police, doors, everything except guns. 4",politicians,AGAINST,rights_domain,1,1,"Sure, the police in Uvalde could’ve handled it better but let’s not forget who put them in that position. The politicians who profit from the gun culture, who vote down gun control measures, who are deflecting and blaming the police, doors, everything except guns. #GunControlNow
4"
gun control,"Sure, the police in Uvalde could ve handled it better but let s not forget who put them in that position. The politicians who profit from the gun culture, who vote down gun control measures, who are deflecting and blaming the police, doors, everything except guns. 4",gun culture,AGAINST,rights_domain,1,1,"Sure, the police in Uvalde could’ve handled it better but let’s not forget who put them in that position. The politicians who profit from the gun culture, who vote down gun control measures, who are deflecting and blaming the police, doors, everything except guns. #GunControlNow
4"
NATO,"Yes! Start with raising NATO Baltic Black BB Seas AirPolicing to AirMissileDefense. Increase to 5 SNMGs for BBSeas more - 365d, HVY Divs in. AirWing AW to . NATO AW based in. Raise NATO battle groups to Brigade-level enablers. Army full VCorps HQ in more. Vasile Dincu VasileDincu Jun 16, 2022 1 1 2 days full of meetings and resolutions, in Brussels, at the of NATO. We need a new construct and a new foundation for NATO's position of deterrence and defense on the Eastern Flank, at the level of all operational areas. Show this thread",NATO Baltic Black BB Seas AirPolicing ,FAVOR,world_event_domain,1,1,"Yes! Start with raising NATO Baltic/Black (BB) Seas AirPolicing to AirMissileDefense. Increase to 5 SNMGs for BBSeas/more - 365d, HVY Divs in.  AirWing (AW) to . NATO AW based in. Raise NATO battle groups to Brigade-level+enablers.  Army full VCorps HQ in  & more.
Vasile Dincu
@VasileDincu
·
Jun 16, 2022
(1/1) 2 days full of meetings and resolutions, in Brussels, at the #DefMin of @NATO.
We need a new construct and a new foundation for NATO's position of deterrence and defense on the Eastern Flank, at the level of all operational areas. 
#WeAreNATO
Show this thread
1
10
20"
NATO,"Yes! Start with raising NATO Baltic Black BB Seas AirPolicing to AirMissileDefense. Increase to 5 SNMGs for BBSeas more - 365d, HVY Divs in. AirWing AW to . NATO AW based in. Raise NATO battle groups to Brigade-level enablers. Army full VCorps HQ in more. Vasile Dincu VasileDincu Jun 16, 2022 1 1 2 days full of meetings and resolutions, in Brussels, at the of NATO. We need a new construct and a new foundation for NATO's position of deterrence and defense on the Eastern Flank, at the level of all operational areas. Show this thread",NATO,FAVOR,world_event_domain,1,1,"Yes! Start with raising NATO Baltic/Black (BB) Seas AirPolicing to AirMissileDefense. Increase to 5 SNMGs for BBSeas/more - 365d, HVY Divs in.  AirWing (AW) to . NATO AW based in. Raise NATO battle groups to Brigade-level+enablers.  Army full VCorps HQ in  & more.
Vasile Dincu
@VasileDincu
·
Jun 16, 2022
(1/1) 2 days full of meetings and resolutions, in Brussels, at the #DefMin of @NATO.
We need a new construct and a new foundation for NATO's position of deterrence and defense on the Eastern Flank, at the level of all operational areas. 
#WeAreNATO
Show this thread
1
10
20"
government,"Evidence now shows us very clearly that Tory governments have stolen billions and gravely damaged our economy, our health service and our rights. Why on earth are the Tories still in power in the UK ? 120 965 3,450",Tory governments,AGAINST,politic,1,1,"Evidence now shows us very clearly that Tory governments have stolen billions and gravely damaged our economy, our health service and our rights. Why on earth are the Tories still in power in the UK ?
120
965
3,450"
government,"Evidence now shows us very clearly that Tory governments have stolen billions and gravely damaged our economy, our health service and our rights. Why on earth are the Tories still in power in the UK ? 120 965 3,450",economy,NONE,politic,0,1,"Evidence now shows us very clearly that Tory governments have stolen billions and gravely damaged our economy, our health service and our rights. Why on earth are the Tories still in power in the UK ?
120
965
3,450"
government,"Evidence now shows us very clearly that Tory governments have stolen billions and gravely damaged our economy, our health service and our rights. Why on earth are the Tories still in power in the UK ? 120 965 3,450",UK,NONE,politic,0,1,"Evidence now shows us very clearly that Tory governments have stolen billions and gravely damaged our economy, our health service and our rights. Why on earth are the Tories still in power in the UK ?
120
965
3,450"
international student,Birthday Srikant Bolla First Visually impaired International Student to graduate from Massachusets Institute of Technology Born in Machilipatnam in1992 He is an entrepreneur today,Srikant Bolla,FAVOR,education_and_culture_domain,1,1,"#Happy Birthday Srikant Bolla 
First Visually impaired  International Student to graduate from Massachusets Institute of 
Technology 
Born in Machilipatnam in1992
He is an entrepreneur today
5
56
303"
international student,Birthday Srikant Bolla First Visually impaired International Student to graduate from Massachusets Institute of Technology Born in Machilipatnam in1992 He is an entrepreneur today,Massachusetts Institute of Technology (MIT),FAVOR,education_and_culture_domain,1,1,"#Happy Birthday Srikant Bolla 
First Visually impaired  International Student to graduate from Massachusets Institute of 
Technology 
Born in Machilipatnam in1992
He is an entrepreneur today
5
56
303"
international student,"This Monday we are chatting about the international student experience with special guest Prof Ly Tran LyTran18 Join us as we chat about experiences, share strategies resources 7th June 9am BST 6pm AEST Aust VirtualNotViral PhdChat InternationalStudents AcademicTwitter",Prof Ly Tran,FAVOR,education_and_culture_domain,1,1,"This Monday we are chatting about the international student experience with special guest Prof Ly Tran LyTran18 Join us as we chat about experiences, share strategies resources 7th June 9am BST 6pm AEST Aust VirtualNotViral PhdChat InternationalStudents AcademicTwitter"
international student,"This Monday we are chatting about the international student experience with special guest Prof Ly Tran LyTran18 Join us as we chat about experiences, share strategies resources 7th June 9am BST 6pm AEST Aust VirtualNotViral PhdChat InternationalStudents AcademicTwitter",International student experience,NONE,education_and_culture_domain,1,1,"This Monday we are chatting about the international student experience with special guest Prof Ly Tran LyTran18 Join us as we chat about experiences, share strategies resources 7th June 9am BST 6pm AEST Aust VirtualNotViral PhdChat InternationalStudents AcademicTwitter"
international student,"This Monday we are chatting about the international student experience with special guest Prof Ly Tran LyTran18 Join us as we chat about experiences, share strategies resources 7th June 9am BST 6pm AEST Aust VirtualNotViral PhdChat InternationalStudents AcademicTwitter",VirtualNotViral PhDChat,NONE,education_and_culture_domain,1,1,"This Monday we are chatting about the international student experience with special guest Prof Ly Tran LyTran18 Join us as we chat about experiences, share strategies resources 7th June 9am BST 6pm AEST Aust VirtualNotViral PhdChat InternationalStudents AcademicTwitter"
Russia,Taliban are ready to enter the war against Ukraine on the side of the LDNR if necessary and want to transfer to Russia samples of all types of weapons and documentation for those that the Americans left in Afghanistan..,Taliban,FAVOR,world_event_domain,1,1,"Taliban are ready to enter the war against Ukraine on the side of the LDNR if necessary and want to transfer to Russia samples of all types of weapons and documentation for those that the Americans left in Afghanistan..
103
370
890"
Russia,Taliban are ready to enter the war against Ukraine on the side of the LDNR if necessary and want to transfer to Russia samples of all types of weapons and documentation for those that the Americans left in Afghanistan..,Ukraine,AGAINST,world_event_domain,0,1,"Taliban are ready to enter the war against Ukraine on the side of the LDNR if necessary and want to transfer to Russia samples of all types of weapons and documentation for those that the Americans left in Afghanistan..
103
370
890"
Russia,Taliban are ready to enter the war against Ukraine on the side of the LDNR if necessary and want to transfer to Russia samples of all types of weapons and documentation for those that the Americans left in Afghanistan..,LDNR,FAVOR,world_event_domain,1,1,"Taliban are ready to enter the war against Ukraine on the side of the LDNR if necessary and want to transfer to Russia samples of all types of weapons and documentation for those that the Americans left in Afghanistan..
103
370
890"
asian hate,"BTS after hearing they were invited to the WH to speak on Asian hate Anti-Asian Hate Crimes: We were like, this is it. We have to go.",BTS,NONE,rights_domain,0,1,"BTS after hearing they were invited to the WH to speak on Asian hate & Anti-Asian Hate Crimes: 

“We were like, this is it. We have to go.”
#BTS #BTSatTheWhiteHouse
1
19
72"
asian hate,"BTS after hearing they were invited to the WH to speak on Asian hate Anti-Asian Hate Crimes: We were like, this is it. We have to go.",Anti-Asian Hate Crimes,NONE,rights_domain,1,1,"BTS after hearing they were invited to the WH to speak on Asian hate & Anti-Asian Hate Crimes: 

“We were like, this is it. We have to go.”
#BTS #BTSatTheWhiteHouse
1
19
72"
racism,how tired black brown people must be of providing analysis on racism in asoiaf and be dismissed because the white girl of the month suffered more,Racism,AGAINST,rights_domain,1,1,"how tired black/brown people must be of providing analysis on racism in asoiaf and be dismissed because the white girl of the month suffered more
3
25
146"
racism,how tired black brown people must be of providing analysis on racism in asoiaf and be dismissed because the white girl of the month suffered more,White Girl,FAVOR,rights_domain,1,1,"how tired black/brown people must be of providing analysis on racism in asoiaf and be dismissed because the white girl of the month suffered more
3
25
146"
climate change,"For my next protest about climate change, I'm going to throw a cheeseburger at the Eiffel Tower",Climate Change,AGAINST,environmental_protection_domain,1,1,"For my next protest about climate change, I'm going to throw a cheeseburger at the Eiffel Tower
2
4
14"
climate change,"For my next protest about climate change, I'm going to throw a cheeseburger at the Eiffel Tower",Cheeseburger,AGAINST,environmental_protection_domain,1,1,"For my next protest about climate change, I'm going to throw a cheeseburger at the Eiffel Tower
2
4
14"
politic,"Trump is the victim of constant govmedia slander and defamation. 24 7 365. In fact, can you name ONE positive story you've read about Trump since he entered politic 8 years ago? Does that seem natural to you? 7 28 128 3,092",Trump,AGAINST,politic,0,1,"Trump is the victim of constant govmedia slander and defamation. 24/7/365. In fact, can you name ONE positive story you've read about Trump since he entered politic 8 years ago?
Does that seem natural to you?
7
28
128
3,092"
politic,"Trump is the victim of constant govmedia slander and defamation. 24 7 365. In fact, can you name ONE positive story you've read about Trump since he entered politic 8 years ago? Does that seem natural to you? 7 28 128 3,092",politic,NONE,politic,1,1,"Trump is the victim of constant govmedia slander and defamation. 24/7/365. In fact, can you name ONE positive story you've read about Trump since he entered politic 8 years ago?
Does that seem natural to you?
7
28
128
3,092"
international student,"First paying job was an intern at the international student office at State. 8.25 hr philip lewis Phil Lewis Jun 16, 2021 What was your very first job and how much were you paid an hour?",intern,NONE,education_and_culture_domain,1,1,"First paying job was an intern at the international student office at State. $8.25/hr
philip lewis
@Phil_Lewis_
·
Jun 16, 2021
What was your very first job and how much were you paid an hour?
1
7"
mid-term election,"I can t recall a mid-term election where candidates in the majority didn t tout their success over the prior two years. It s the strongest indication of how poorly their policies have performed over the last two years. Fear, hate, and division is not a platform.",policies,AGAINST,politic,1,1,"I can’t recall a mid-term election where candidates in the majority didn’t tout their success over the prior two years. It’s the strongest  indication of how poorly their policies have performed over the last two years. 

Fear, hate, and division is not a platform.
1
6"
mid-term election,Sept OPEX is seasonally very bullish. Should see how it works during the mid-term election years. SPY,Sept OPEX,NONE,politic,1,1,"Sept OPEX is seasonally very bullish. Should see how it works during the mid-term election years. $SPY
1
3
38"
mid-term election,Sept OPEX is seasonally very bullish. Should see how it works during the mid-term election years. SPY,mid-term election years,NONE,politic,1,1,"Sept OPEX is seasonally very bullish. Should see how it works during the mid-term election years. $SPY
1
3
38"
reels,"they posted 3 different videos of kai dancing to peaches on tiktok, youtube shorts, and instagram reels 11 2,874 5,202",tiktok,NONE,consumption_and_entertainment_domain,1,1,"they posted 3 different videos of kai dancing to peaches on tiktok, youtube shorts, and instagram reels 

#KAI #Peaches #KAI_Peaches
11
2,874
5,202"
reels,"they posted 3 different videos of kai dancing to peaches on tiktok, youtube shorts, and instagram reels 11 2,874 5,202",youtube shorts,NONE,consumption_and_entertainment_domain,1,1,"they posted 3 different videos of kai dancing to peaches on tiktok, youtube shorts, and instagram reels 

#KAI #Peaches #KAI_Peaches
11
2,874
5,202"
medical insurance,I pride myself in being able to do all on my own. Not many women my age can say they provide every single thing for themselves all the way from a house to medical insurance to the little shoes on my sweet boys feet. It s always great to have help I m just blessed I don t need it. 5, medical insurance,FAVOR,consumption_and_entertainment_domain,1,1,"I pride myself in being able to do all on my own. Not many women my age can say they provide every single thing for themselves all the way from a house to medical insurance to the little shoes on my sweet boys feet. It’s always great to have help I’m just blessed I don’t need it.
5"
medical insurance,I pride myself in being able to do all on my own. Not many women my age can say they provide every single thing for themselves all the way from a house to medical insurance to the little shoes on my sweet boys feet. It s always great to have help I m just blessed I don t need it. 5,house,FAVOR,consumption_and_entertainment_domain,1,1,"I pride myself in being able to do all on my own. Not many women my age can say they provide every single thing for themselves all the way from a house to medical insurance to the little shoes on my sweet boys feet. It’s always great to have help I’m just blessed I don’t need it.
5"
medical insurance,I pride myself in being able to do all on my own. Not many women my age can say they provide every single thing for themselves all the way from a house to medical insurance to the little shoes on my sweet boys feet. It s always great to have help I m just blessed I don t need it. 5,help,NONE,consumption_and_entertainment_domain,1,1,"I pride myself in being able to do all on my own. Not many women my age can say they provide every single thing for themselves all the way from a house to medical insurance to the little shoes on my sweet boys feet. It’s always great to have help I’m just blessed I don’t need it.
5"
clean energy,"There s WHO s Green Manifesto prescribes solutions to keep our people healthy. On we call on governments to protect nature, support clean energy, reduce pollution, build sustainable food systems healthier cities From World Health Organization WHO",World Health Organization,FAVOR,environmental_protection_domain,1,1,"There’s #OnlyOneEarth. 
@WHO
’s Green Manifesto prescribes solutions to keep our  & people healthy. On #WorldEnvironmentDay, we call on governments to protect nature, support clean energy, reduce pollution, build sustainable food systems & healthier cities
From 
World Health Organization (WHO)
58
178
400"
clean energy,"There s WHO s Green Manifesto prescribes solutions to keep our people healthy. On we call on governments to protect nature, support clean energy, reduce pollution, build sustainable food systems healthier cities From World Health Organization WHO",WHO s Green Manifesto,FAVOR,environmental_protection_domain,1,1,"There’s #OnlyOneEarth. 
@WHO
’s Green Manifesto prescribes solutions to keep our  & people healthy. On #WorldEnvironmentDay, we call on governments to protect nature, support clean energy, reduce pollution, build sustainable food systems & healthier cities
From 
World Health Organization (WHO)
58
178
400"
migrant,"Germany: MusIim migrant stabbed his wife 13 times, sIits her throat because of her independent lifestyIe The following media includes potentially sensitive content. Change settings View 9 145 238 6,162",MusIim migrant,NONE,world_event_domain,1,1,"Germany: MusIim migrant stabbed his wife 13 times, sIits her throat because of her ‘independent lifestyIe’
The following media includes potentially sensitive content. Change settings
View
9
145
238
6,162"
migrant,"Germany: MusIim migrant stabbed his wife 13 times, sIits her throat because of her independent lifestyIe The following media includes potentially sensitive content. Change settings View 9 145 238 6,162",independent lifestyIe,NONE,world_event_domain,1,1,"Germany: MusIim migrant stabbed his wife 13 times, sIits her throat because of her ‘independent lifestyIe’
The following media includes potentially sensitive content. Change settings
View
9
145
238
6,162"
health insurance,Voting for Democrats and Republicans isn't the solution. Obama had 61 Senators in 2009 and passed bank bailouts and a Republican health insurance policy.,Democrats and Republicans,AGAINST,consumption_and_entertainment_domain,1,1,"Voting for Democrats and Republicans isn't the solution.

Obama had 61 Senators in 2009 and passed bank bailouts and a Republican health insurance policy.
1
9
30"
health insurance,Voting for Democrats and Republicans isn't the solution. Obama had 61 Senators in 2009 and passed bank bailouts and a Republican health insurance policy.,Obama,AGAINST,consumption_and_entertainment_domain,1,1,"Voting for Democrats and Republicans isn't the solution.

Obama had 61 Senators in 2009 and passed bank bailouts and a Republican health insurance policy.
1
9
30"
health insurance,Voting for Democrats and Republicans isn't the solution. Obama had 61 Senators in 2009 and passed bank bailouts and a Republican health insurance policy.,Republican health insurance policy,AGAINST,consumption_and_entertainment_domain,1,1,"Voting for Democrats and Republicans isn't the solution.

Obama had 61 Senators in 2009 and passed bank bailouts and a Republican health insurance policy.
1
9
30"
BLM,"""Don t be silent."" Critical panel discussion at regarding race and equity in medicine. Thank you to the panelist, Dr.Karolynn Echols, EricaMarshMD , Dr.Gerald Taylor, and otrowers md , for sharing your experiences and perspectives.",Race and equity in medicine,FAVOR,rights_domain,1,1,"""Don’t be silent.""
Critical panel discussion at #SGS2021 regarding race and equity in medicine. Thank you to the panelist, Dr.Karolynn Echols, 
@EricaMarshMD
, Dr.Gerald Taylor, and 
@otrowers_md
, for sharing your experiences and perspectives. #BLM #blackvoices #antiracism
1
1
15"
BLM,"""Don t be silent."" Critical panel discussion at regarding race and equity in medicine. Thank you to the panelist, Dr.Karolynn Echols, EricaMarshMD , Dr.Gerald Taylor, and otrowers md , for sharing your experiences and perspectives.",Dr.Karolynn Echols,FAVOR,rights_domain,1,1,"""Don’t be silent.""
Critical panel discussion at #SGS2021 regarding race and equity in medicine. Thank you to the panelist, Dr.Karolynn Echols, 
@EricaMarshMD
, Dr.Gerald Taylor, and 
@otrowers_md
, for sharing your experiences and perspectives. #BLM #blackvoices #antiracism
1
1
15"
